,CLIENTNUM,Categoria,Idade,Sexo,Dependentes,Educação,Estado Civil,Faixa Salarial Anual,Categoria Cartão,Meses como Cliente,Produtos Contratados,Inatividade 12m,Contatos 12m,Limite,Limite Consumido,Limite Disponível,Mudanças Transacoes_Q4_Q1,Valor Transacoes 12m,Qtde Transacoes 12m,Mudança Qtde Transações_Q4_Q1,Taxa de Utilização Cartão
7111,757194408,Cancelado,43,M,3,Ensino Superior Incompleto,Casado,$60K - $80K,Blue,36,2,3,3,1438.3,0,1438.3,539.0,1707,38,1111.0,0.0
7113,762020133,Cancelado,37,F,3,Ensino Médio,Casado,Não informado,Blue,30,3,3,3,9874.0,0,9874.0,491.0,2446,47,567.0,0.0
7118,780720258,Cancelado,45,M,4,Ensino Médio,Divorciado,Less than $40K,Blue,34,4,2,3,3489.0,2517,972.0,721.0,2684,39,0.56,721.0
7126,788835408,Cancelado,49,F,3,Não informado,Casado,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,789.0,2648,41,464.0,0.0
7128,712327608,Cancelado,54,F,0,Doutorado,Solteiro,Less than $40K,Blue,36,4,3,2,2708.0,0,2708.0,673.0,2321,45,552.0,0.0
7133,712982808,Cancelado,47,M,2,Doutorado,Divorciado,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,454.0,2388,42,0.5,0.0
7135,715222533,Cancelado,52,F,3,Ensino Superior,Casado,Less than $40K,Blue,36,5,3,3,2566.0,1079,1487.0,554.0,2340,36,0.5,0.42
7143,708373083,Cancelado,40,F,4,Não informado,Casado,$40K - $60K,Blue,30,1,3,4,3356.0,2517,839.0,583.0,2032,39,147.0,0.75
7150,712552608,Cancelado,46,F,3,Ensino Superior,Casado,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,714.0,2658,43,654.0,0.0
7155,794675058,Cancelado,36,M,3,Ensino Superior,Casado,$80K - $120K,Blue,21,5,3,2,5015.0,1963,3052.0,881.0,2491,43,0.87,391.0
7160,809616108,Cancelado,38,F,2,Ensino Médio,Solteiro,Less than $40K,Blue,33,3,3,3,1568.0,0,1568.0,611.0,2812,59,788.0,0.0
7165,708108333,Cancelado,47,F,3,Ensino Superior,Casado,Não informado,Blue,36,3,3,1,5590.0,0,5590.0,0.01,1507,32,0.0,0.0
7172,708972783,Cancelado,48,F,4,Ensino Superior Incompleto,Casado,Less than $40K,Blue,37,3,2,3,1745.0,0,1745.0,657.0,2297,44,0.63,0.0
7175,767553333,Cancelado,45,M,3,Ensino Superior,Solteiro,$80K - $120K,Blue,39,1,3,3,8383.0,0,8383.0,809.0,2600,44,517.0,0.0
7187,720062508,Cancelado,38,F,2,Não informado,Casado,$40K - $60K,Blue,28,6,2,2,1628.0,0,1628.0,876.0,2527,41,0.64,0.0
7189,714013983,Cancelado,37,F,4,Post-Ensino Superior,Casado,Less than $40K,Blue,36,3,3,3,1586.0,0,1586.0,497.0,2109,41,414.0,0.0
7193,711540108,Cancelado,44,F,4,Doutorado,Não informado,Não informado,Blue,33,5,3,6,1438.3,0,1438.3,676.0,2316,48,0.5,0.0
7196,713583408,Cancelado,51,F,4,Ensino Superior,Solteiro,$40K - $60K,Blue,37,2,3,2,4708.0,920,3788.0,544.0,2179,50,1273.0,195.0
7203,713957283,Cancelado,42,F,4,Sem ensino formal,Casado,Less than $40K,Blue,23,3,2,3,3214.0,0,3214.0,435.0,2119,44,517.0,0.0
7207,815539233,Cancelado,54,M,4,Ensino Médio,Solteiro,$80K - $120K,Silver,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,6.0
7216,711399408,Cancelado,34,F,2,Ensino Superior,Divorciado,Não informado,Blue,25,2,3,4,12373.0,0,12373.0,0.71,2462,40,429.0,0.0
7218,711716133,Cancelado,42,F,3,Ensino Médio,Casado,$40K - $60K,Blue,34,6,3,1,1585.0,1381,204.0,706.0,2360,40,379.0,871.0
7223,720872433,Cancelado,39,F,1,Sem ensino formal,Solteiro,$40K - $60K,Blue,28,5,3,6,3911.0,0,3911.0,897.0,2867,42,556.0,0.0
7226,715530258,Cancelado,46,F,2,Post-Ensino Superior,Solteiro,Não informado,Blue,37,1,3,3,4848.0,2517,2331.0,651.0,2353,53,828.0,519.0
7232,710410158,Cancelado,49,M,2,Ensino Superior,Não informado,$80K - $120K,Blue,38,3,4,3,34516.0,0,34516.0,482.0,1592,35,346.0,0.0
7241,708976908,Cancelado,40,M,3,Post-Ensino Superior,Solteiro,$80K - $120K,Blue,36,4,4,3,8958.0,0,8958.0,483.0,2131,43,387.0,0.0
7244,712602708,Cancelado,36,M,3,Não informado,Não informado,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,478.0,2039,34,0.36,0.0
7253,771422883,Cancelado,57,F,3,Ensino Superior,Casado,Less than $40K,Blue,45,1,4,2,1759.0,186,1573.0,756.0,2705,35,522.0,106.0
7255,708703308,Cancelado,35,F,1,Não informado,Casado,$40K - $60K,Blue,26,6,4,4,2045.0,1707,338.0,577.0,2183,39,696.0,835.0
7262,820047858,Cancelado,44,F,4,Ensino Superior,Não informado,Less than $40K,Blue,39,1,4,2,3017.0,1868,1149.0,722.0,2096,50,471.0,619.0
7264,708186933,Cancelado,33,M,1,Ensino Superior,Solteiro,$60K - $80K,Blue,36,4,3,2,1819.0,725,1094.0,737.0,2254,45,406.0,399.0
7266,708498033,Cancelado,44,F,3,Não informado,Casado,Less than $40K,Blue,36,3,4,6,2279.0,1837,442.0,853.0,2789,52,677.0,806.0
7267,815315058,Cancelado,48,F,4,Ensino Médio,Casado,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,722.0,2520,45,452.0,0.0
7273,713512308,Cancelado,50,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,41,2,3,1,3423.0,0,3423.0,505.0,2229,45,406.0,0.0
7276,709581483,Cancelado,40,F,4,Doutorado,Casado,Less than $40K,Blue,21,1,2,1,2984.0,2517,467.0,574.0,2373,53,359.0,843.0
7277,711201108,Cancelado,37,F,3,Ensino Médio,Solteiro,Less than $40K,Blue,29,3,3,3,1653.0,0,1653.0,517.0,2284,35,296.0,0.0
7280,714887808,Cancelado,43,F,1,Sem ensino formal,Solteiro,Less than $40K,Blue,36,1,3,2,1818.0,0,1818.0,758.0,2279,50,724.0,0.0
7284,709714008,Cancelado,50,F,1,Não informado,Solteiro,Não informado,Blue,39,6,3,3,9248.0,0,9248.0,613.0,2325,45,552.0,0.0
7287,714519408,Cancelado,44,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,36,2,3,3,5357.0,2139,3218.0,499.0,1979,48,655.0,399.0
7290,712740108,Cancelado,43,F,4,Sem ensino formal,Divorciado,Less than $40K,Blue,33,6,3,1,1706.0,0,1706.0,601.0,2371,45,0.5,0.0
7291,720251358,Cancelado,54,F,2,Ensino Médio,Divorciado,Less than $40K,Blue,36,6,3,1,3591.0,2517,1074.0,665.0,2313,43,536.0,701.0
7296,828294933,Cancelado,49,F,3,Ensino Médio,Casado,Less than $40K,Blue,45,3,2,3,2951.0,2437,514.0,765.0,2519,36,565.0,826.0
7298,712307283,Cancelado,54,M,1,Ensino Superior Incompleto,Solteiro,$120K +,Blue,37,6,2,3,9090.0,2517,6573.0,661.0,2239,43,0.72,277.0
7300,778910883,Cancelado,53,M,2,Não informado,Casado,$80K - $120K,Blue,34,4,3,2,1837.0,875,962.0,0.58,2169,43,654.0,476.0
7307,779848383,Cancelado,37,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,21,4,2,2,1784.0,577,1207.0,542.0,2348,47,516.0,323.0
7317,717371583,Cancelado,56,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,36,1,3,5,1883.0,400,1483.0,528.0,1954,45,0.5,212.0
7324,712163433,Cancelado,47,M,3,Sem ensino formal,Casado,$40K - $60K,Blue,29,1,2,4,1684.0,644,1040.0,723.0,2164,36,714.0,382.0
7330,711487533,Cancelado,47,F,3,Não informado,Casado,Less than $40K,Blue,38,3,3,2,1438.3,0,1438.3,198.0,1687,38,226.0,0.0
7331,715306983,Cancelado,42,M,5,Ensino Médio,Casado,$60K - $80K,Blue,36,1,2,3,1866.0,0,1866.0,798.0,2833,42,355.0,0.0
7333,789637308,Cancelado,45,F,2,Ensino Superior Incompleto,Divorciado,$40K - $60K,Blue,39,4,3,4,3076.0,0,3076.0,734.0,2580,50,429.0,0.0
7336,794172033,Cancelado,58,F,1,Post-Ensino Superior,Divorciado,Less than $40K,Blue,52,4,1,3,1817.0,0,1817.0,503.0,2347,45,452.0,0.0
7344,714520233,Cancelado,59,F,0,Ensino Superior,Casado,Less than $40K,Blue,36,2,3,2,1708.0,0,1708.0,443.0,1992,38,357.0,0.0
7350,717725433,Cancelado,54,F,2,Ensino Superior,Casado,$40K - $60K,Blue,44,3,4,2,1606.0,0,1606.0,763.0,2258,37,609.0,0.0
7372,710690733,Cancelado,47,F,3,Ensino Superior,Casado,Less than $40K,Blue,35,4,3,2,1666.0,0,1666.0,0.92,2816,38,0.52,0.0
7376,779084208,Cancelado,43,F,3,Ensino Médio,Divorciado,Less than $40K,Blue,24,4,2,2,1662.0,613,1049.0,868.0,2326,31,0.55,369.0
7377,715304958,Cancelado,42,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,27,6,2,2,2053.0,0,2053.0,866.0,3053,50,562.0,0.0
7380,715950483,Cancelado,39,F,1,Sem ensino formal,Casado,$40K - $60K,Blue,27,3,3,3,2821.0,725,2096.0,704.0,2397,35,296.0,257.0
7384,711919608,Cancelado,42,F,3,Ensino Superior,Casado,Less than $40K,Blue,36,4,3,2,2031.0,1720,311.0,713.0,2702,32,778.0,847.0
7387,717624708,Cancelado,59,M,2,Ensino Médio,Divorciado,Less than $40K,Blue,51,6,5,3,1438.3,0,1438.3,734.0,2589,49,0.69,0.0
7390,789095958,Cancelado,50,M,1,Não informado,Solteiro,$60K - $80K,Blue,38,4,3,3,7603.0,744,6859.0,711.0,2497,42,273.0,98.0
7391,713736333,Cancelado,41,F,3,Sem ensino formal,Casado,$40K - $60K,Blue,36,1,3,4,3606.0,0,3606.0,0.37,1829,41,519.0,0.0
7395,714213708,Cancelado,35,F,3,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,25,4,3,2,3611.0,2517,1094.0,537.0,2178,45,552.0,697.0
7402,720142308,Cancelado,52,F,2,Ensino Superior,Casado,Less than $40K,Blue,36,5,3,4,2160.0,0,2160.0,645.0,2360,56,647.0,0.0
7409,819688458,Cancelado,44,F,5,Ensino Superior,Não informado,Less than $40K,Blue,39,6,3,2,1545.0,0,1545.0,749.0,2646,39,444.0,0.0
7410,710785383,Cancelado,49,F,2,Ensino Superior,Casado,Less than $40K,Blue,39,3,3,1,2212.0,0,2212.0,942.0,2394,55,897.0,0.0
7412,713597658,Cancelado,36,F,3,Sem ensino formal,Solteiro,Less than $40K,Blue,22,3,3,1,2784.0,2378,406.0,525.0,2021,57,676.0,854.0
7413,713953383,Cancelado,50,M,1,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,36,4,3,2,2317.0,0,2317.0,734.0,2214,41,519.0,0.0
7415,716510658,Cancelado,50,F,0,Doutorado,Solteiro,Less than $40K,Blue,38,4,3,3,2595.0,2353,242.0,924.0,2526,41,577.0,907.0
7418,708519108,Cancelado,46,F,1,Ensino Superior,Casado,Não informado,Blue,24,3,3,2,2694.0,1576,1118.0,494.0,2041,57,0.9,585.0
7419,719740008,Cancelado,51,F,4,Ensino Médio,Casado,Less than $40K,Blue,41,3,3,4,2791.0,940,1851.0,813.0,2584,49,441.0,337.0
7421,711605208,Cancelado,61,M,0,Sem ensino formal,Casado,$80K - $120K,Blue,43,3,3,5,1438.3,0,1438.3,0.7,1958,47,424.0,0.0
7442,714408933,Cancelado,44,M,4,Ensino Superior,Solteiro,$80K - $120K,Blue,36,4,2,2,10834.0,0,10834.0,522.0,2249,51,594.0,0.0
7459,716099958,Cancelado,39,F,5,Não informado,Casado,$40K - $60K,Blue,31,3,3,6,3333.0,1867,1466.0,947.0,3348,50,282.0,0.56
7461,712795833,Cancelado,34,F,4,Ensino Superior,Casado,Less than $40K,Blue,36,2,2,4,5021.0,2517,2504.0,587.0,2270,40,481.0,501.0
7466,712593933,Cancelado,40,M,3,Doutorado,Casado,$40K - $60K,Blue,36,3,3,4,2313.0,0,2313.0,673.0,2249,42,312.0,0.0
7471,714164808,Cancelado,42,F,4,Ensino Superior,Casado,$40K - $60K,Blue,33,4,3,2,2918.0,0,2918.0,559.0,2056,54,459.0,0.0
7478,710500983,Cancelado,43,M,2,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,591.0,224.0
7483,711904008,Cancelado,40,M,4,Ensino Médio,Casado,$60K - $80K,Blue,36,4,3,5,5869.0,0,5869.0,642.0,2203,41,519.0,0.0
7484,717666783,Cancelado,56,F,3,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,46,1,3,3,2272.0,1350,922.0,762.0,2354,49,0.96,594.0
7489,720731808,Cancelado,52,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,38,2,3,4,2437.0,0,2437.0,912.0,3068,53,656.0,0.0
7491,789907533,Cancelado,49,M,3,Ensino Superior,Casado,$80K - $120K,Blue,40,4,2,3,4576.0,193,4383.0,0.85,3100,54,742.0,42.0
7493,715919283,Cancelado,39,F,4,Ensino Superior Incompleto,Solteiro,$40K - $60K,Blue,36,3,2,3,1776.0,0,1776.0,518.0,2201,31,292.0,0.0
7497,714559458,Cancelado,46,M,4,Ensino Superior Incompleto,Casado,$60K - $80K,Blue,36,4,2,1,1681.0,0,1681.0,464.0,1953,48,0.5,0.0
7499,772150983,Cancelado,48,F,3,Ensino Médio,Não informado,Less than $40K,Blue,37,4,2,1,2363.0,978,1385.0,662.0,2635,40,538.0,414.0
7524,713920158,Cancelado,41,F,3,Sem ensino formal,Não informado,Não informado,Blue,36,2,3,1,13733.0,0,13733.0,325.0,1591,30,875.0,0.0
7528,712998033,Cancelado,37,M,3,Ensino Médio,Solteiro,$120K +,Blue,36,3,2,2,7361.0,0,7361.0,0.59,2109,44,571.0,0.0
7529,712843983,Cancelado,41,F,2,Ensino Superior Incompleto,Divorciado,Less than $40K,Blue,36,3,3,4,1569.0,257,1312.0,408.0,2288,45,667.0,164.0
7544,714127383,Cancelado,48,F,3,Não informado,Não informado,Não informado,Blue,36,3,3,2,4431.0,2517,1914.0,499.0,2185,48,371.0,568.0
7550,779380908,Cancelado,51,M,1,Não informado,Casado,$80K - $120K,Blue,39,4,3,4,24462.0,946,23516.0,475.0,1709,37,542.0,39.0
7557,713011683,Cancelado,37,F,3,Ensino Superior Incompleto,Casado,Não informado,Blue,24,4,2,4,11239.0,0,11239.0,0.32,2055,43,162.0,0.0
7569,712677633,Cancelado,42,F,0,Sem ensino formal,Divorciado,Não informado,Blue,31,3,3,4,2712.0,0,2712.0,724.0,2307,28,474.0,0.0
7586,713381433,Cancelado,38,F,1,Ensino Médio,Casado,Less than $40K,Blue,28,3,3,3,4196.0,731,3465.0,485.0,1868,30,0.2,174.0
7594,716697708,Cancelado,61,F,1,Ensino Médio,Solteiro,Não informado,Blue,52,3,2,4,3293.0,0,3293.0,838.0,3121,56,867.0,0.0
7604,720507108,Cancelado,42,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,28,3,3,2,1601.0,0,1601.0,0.63,2339,41,414.0,0.0
7605,716751858,Cancelado,34,F,1,Não informado,Casado,Less than $40K,Blue,36,2,3,3,2401.0,496,1905.0,647.0,2597,40,379.0,207.0
7606,712829808,Cancelado,39,M,3,Sem ensino formal,Casado,$60K - $80K,Blue,29,4,3,4,2187.0,0,2187.0,467.0,2031,40,333.0,0.0
7613,779302233,Cancelado,40,F,4,Ensino Superior,Solteiro,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,695.0,2502,45,452.0,0.0
7618,717042333,Cancelado,53,F,2,Ensino Superior Incompleto,Casado,Less than $40K,Blue,44,3,3,3,1473.0,0,1473.0,0.92,2836,48,0.6,0.0
7624,771061008,Cancelado,40,F,2,Doutorado,Casado,$40K - $60K,Blue,27,4,2,3,2208.0,0,2208.0,695.0,2659,56,806.0,0.0
7646,720824883,Cancelado,48,F,1,Não informado,Solteiro,Less than $40K,Blue,40,3,1,2,3251.0,2517,734.0,739.0,2483,50,471.0,774.0
7649,715847058,Cancelado,59,F,2,Sem ensino formal,Divorciado,Less than $40K,Blue,36,3,3,3,1863.0,1853,10.0,829.0,2462,40,0.29,995.0
7652,712770408,Cancelado,42,F,2,Ensino Superior,Não informado,Less than $40K,Blue,36,6,3,2,3413.0,0,3413.0,593.0,2285,40,429.0,0.0
7656,710752233,Cancelado,43,F,5,Ensino Médio,Não informado,$40K - $60K,Blue,24,3,2,2,4430.0,2203,2227.0,1046.0,2742,49,0.4,497.0
7660,715146558,Cancelado,34,F,2,Ensino Superior Incompleto,Casado,Less than $40K,Blue,36,1,3,2,1696.0,0,1696.0,782.0,2325,56,556.0,0.0
7662,778606308,Cancelado,45,M,3,Sem ensino formal,Divorciado,$80K - $120K,Blue,25,2,2,3,6614.0,1881,4733.0,737.0,3016,51,645.0,284.0
7663,710438358,Cancelado,42,F,1,Sem ensino formal,Solteiro,Less than $40K,Blue,35,4,3,3,3241.0,0,3241.0,442.0,2152,43,303.0,0.0
7664,712562433,Cancelado,48,F,2,Não informado,Casado,Less than $40K,Blue,30,3,3,3,4204.0,0,4204.0,703.0,2316,43,536.0,0.0
7666,713717283,Cancelado,40,F,3,Não informado,Solteiro,$40K - $60K,Blue,29,3,3,3,2473.0,2332,141.0,293.0,1738,32,455.0,943.0
7667,713822208,Cancelado,42,M,2,Ensino Médio,Solteiro,$60K - $80K,Blue,33,3,3,3,4836.0,493,4343.0,417.0,1870,45,406.0,102.0
7670,718230933,Cancelado,45,M,4,Ensino Superior,Solteiro,Less than $40K,Blue,36,5,2,3,1438.3,1060,378.3,301.0,1253,29,318.0,737.0
7672,711637458,Cancelado,44,F,3,Ensino Médio,Solteiro,Less than $40K,Blue,36,2,3,3,2228.0,0,2228.0,686.0,2523,45,607.0,0.0
7676,708384033,Cancelado,45,F,3,Sem ensino formal,Casado,Less than $40K,Blue,35,3,3,3,2745.0,2463,282.0,643.0,2466,39,345.0,897.0
7683,713677158,Cancelado,31,F,1,Ensino Superior,Divorciado,Não informado,Blue,22,2,2,3,1623.0,0,1623.0,501.0,2126,45,364.0,0.0
7686,718090233,Cancelado,56,F,3,Ensino Superior,Solteiro,Não informado,Blue,36,3,3,3,10016.0,1872,8144.0,735.0,2804,37,542.0,187.0
7695,787529583,Cancelado,41,F,5,Não informado,Casado,$40K - $60K,Blue,30,5,2,3,1588.0,0,1588.0,634.0,2561,61,649.0,0.0
7699,713772333,Cancelado,45,F,3,Não informado,Divorciado,Less than $40K,Blue,34,4,3,1,3223.0,243,2980.0,433.0,1979,38,462.0,75.0
7704,714514008,Cancelado,38,F,1,Ensino Superior,Casado,Não informado,Blue,29,3,3,3,8953.0,0,8953.0,403.0,1982,43,303.0,0.0
7705,711669258,Cancelado,50,F,3,Sem ensino formal,Solteiro,Não informado,Blue,36,2,3,3,3187.0,986,2201.0,615.0,2381,47,516.0,309.0
7711,720592533,Cancelado,41,M,4,Ensino Superior,Não informado,$80K - $120K,Blue,31,3,3,2,19782.0,868,18914.0,808.0,2535,44,467.0,44.0
7716,778207083,Cancelado,53,M,4,Sem ensino formal,Solteiro,$80K - $120K,Blue,44,3,3,2,11561.0,2189,9372.0,742.0,2153,39,0.5,189.0
7717,778781508,Cancelado,44,F,2,Ensino Médio,Casado,Não informado,Blue,32,4,3,3,8477.0,2517,5960.0,717.0,2455,41,0.64,297.0
7727,712130058,Cancelado,44,F,4,Sem ensino formal,Solteiro,Não informado,Blue,36,3,3,4,8075.0,317,7758.0,585.0,2415,41,577.0,39.0
7737,794719983,Cancelado,44,F,4,Ensino Médio,Não informado,Less than $40K,Blue,38,2,2,3,2616.0,2505,111.0,828.0,2576,42,0.5,958.0
7738,778378983,Cancelado,54,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,34,5,2,2,2939.0,2152,787.0,555.0,2476,42,355.0,732.0
7748,709850508,Cancelado,33,F,2,Ensino Superior,Casado,Less than $40K,Blue,20,3,2,5,3202.0,0,3202.0,1012.0,2917,37,682.0,0.0
7755,712448658,Cancelado,52,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,36,3,3,2,1795.0,0,1795.0,718.0,2281,55,618.0,0.0
7761,708276183,Cancelado,52,F,3,Post-Ensino Superior,Casado,Less than $40K,Blue,45,2,4,1,1760.0,0,1760.0,46.0,1554,35,29.0,0.0
7763,720590058,Cancelado,51,F,1,Ensino Superior,Solteiro,$40K - $60K,Blue,36,3,3,3,8840.0,1794,7046.0,848.0,2839,47,808.0,203.0
7766,717748608,Cancelado,35,F,4,Ensino Médio,Casado,Less than $40K,Blue,24,3,2,4,1555.0,872,683.0,772.0,2252,51,645.0,561.0
7768,716694108,Cancelado,42,M,4,Sem ensino formal,Casado,$120K +,Blue,34,2,3,3,5195.0,468,4727.0,567.0,2682,48,231.0,0.09
7770,719981508,Cancelado,37,M,2,Sem ensino formal,Solteiro,Não informado,Blue,24,2,2,3,1649.0,0,1649.0,864.0,2574,51,0.7,0.0
7774,716754783,Cancelado,43,M,4,Ensino Médio,Casado,$120K +,Blue,30,3,2,3,17228.0,1331,15897.0,519.0,2229,44,375.0,77.0
7782,708575058,Cancelado,46,F,3,Sem ensino formal,Divorciado,$40K - $60K,Blue,39,2,3,2,3157.0,965,2192.0,928.0,3300,58,568.0,306.0
7783,713929533,Cancelado,36,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,36,2,2,2,1707.0,0,1707.0,319.0,2060,52,529.0,0.0
7786,720766908,Cancelado,40,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,28,2,2,2,3021.0,0,3021.0,694.0,2814,37,321.0,0.0
7793,805524708,Cancelado,52,F,3,Ensino Médio,Divorciado,Less than $40K,Blue,47,3,3,1,6629.0,2517,4112.0,932.0,2599,50,562.0,0.38
7803,716299608,Cancelado,58,F,3,Não informado,Divorciado,Less than $40K,Blue,36,2,2,3,1508.0,0,1508.0,458.0,1990,31,192.0,0.0
7806,802460433,Cancelado,57,F,3,Ensino Médio,Casado,Não informado,Blue,51,2,5,2,1438.3,0,1438.3,733.0,2607,37,609.0,0.0
7810,719512983,Cancelado,47,F,4,Ensino Superior,Solteiro,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,854.0,2295,51,545.0,0.0
7811,714923583,Cancelado,38,F,2,Ensino Superior,Não informado,Less than $40K,Blue,36,2,3,2,2369.0,0,2369.0,0.51,1924,48,548.0,0.0
7825,720719883,Cancelado,54,F,1,Ensino Superior,Solteiro,Não informado,Blue,41,3,3,3,1874.0,0,1874.0,806.0,2535,55,618.0,0.0
7835,806914158,Cancelado,38,F,4,Ensino Superior,Casado,$40K - $60K,Blue,33,4,3,1,4047.0,0,4047.0,648.0,2134,34,478.0,0.0
7836,812671758,Cancelado,47,F,5,Doutorado,Casado,Não informado,Blue,42,3,5,3,4345.0,2176,2169.0,752.0,2458,44,467.0,501.0
7846,793630083,Cancelado,39,M,2,Ensino Médio,Solteiro,$120K +,Blue,33,1,3,4,1726.0,1476,250.0,371.0,1804,34,259.0,855.0
7849,712900308,Cancelado,44,F,2,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,34,4,3,3,1751.0,0,1751.0,506.0,2078,37,423.0,0.0
7855,780660183,Cancelado,43,F,4,Ensino Médio,Divorciado,Less than $40K,Blue,32,2,3,2,8203.0,0,8203.0,691.0,2613,46,0.84,0.0
7856,720761208,Cancelado,59,M,1,Ensino Superior Incompleto,Solteiro,$120K +,Blue,47,2,4,2,4789.0,357,4432.0,798.0,2496,41,0.64,75.0
7857,788794758,Cancelado,46,M,4,Ensino Superior,Solteiro,$40K - $60K,Blue,28,2,2,4,2979.0,0,2979.0,644.0,2061,38,462.0,0.0
7858,711150333,Cancelado,40,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,31,5,3,2,2391.0,0,2391.0,669.0,2857,40,0.6,0.0
7864,715516458,Cancelado,42,F,1,Ensino Médio,Casado,$40K - $60K,Blue,36,5,3,2,2705.0,2430,275.0,698.0,2602,43,433.0,898.0
7870,808903308,Cancelado,54,F,1,Não informado,Casado,$40K - $60K,Blue,49,4,3,6,2471.0,0,2471.0,722.0,2519,35,522.0,0.0
7879,713373708,Cancelado,54,F,3,Não informado,Solteiro,Less than $40K,Blue,36,2,3,3,1857.0,0,1857.0,488.0,2464,57,839.0,0.0
7893,711448983,Cancelado,47,F,2,Ensino Superior,Casado,Less than $40K,Blue,34,2,2,2,2234.0,2024,210.0,717.0,2313,37,321.0,906.0
7894,712664658,Cancelado,35,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,30,2,2,2,1649.0,0,1649.0,683.0,2549,54,588.0,0.0
7895,714237033,Cancelado,42,F,4,Sem ensino formal,Casado,Não informado,Blue,36,6,2,3,5557.0,2246,3311.0,518.0,2299,39,444.0,404.0
7897,713726958,Cancelado,40,F,3,Doutorado,Casado,Less than $40K,Blue,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,357.0,0.0
7900,711873033,Cancelado,35,F,3,Não informado,Solteiro,Não informado,Blue,29,4,2,3,1438.3,0,1438.3,748.0,2549,56,0.75,0.0
7901,712715208,Cancelado,52,M,1,Ensino Médio,Solteiro,$80K - $120K,Blue,44,1,3,2,3770.0,0,3770.0,544.0,2387,51,0.5,0.0
7902,778899708,Cancelado,56,F,2,Não informado,Solteiro,$40K - $60K,Blue,37,2,2,3,2963.0,0,2963.0,902.0,2919,47,382.0,0.0
7903,771865908,Cancelado,48,F,2,Ensino Superior,Solteiro,Não informado,Blue,37,4,2,3,11750.0,487,11263.0,772.0,2532,48,548.0,41.0
7906,715162608,Cancelado,48,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,41,4,2,3,2168.0,1323,845.0,687.0,2499,38,407.0,0.61
7914,709079883,Cancelado,45,F,4,Doutorado,Casado,Less than $40K,Blue,36,5,3,3,1663.0,1012,651.0,886.0,2729,38,0.52,609.0
7915,721406658,Cancelado,32,F,0,Não informado,Divorciado,Less than $40K,Blue,36,6,3,3,1732.0,0,1732.0,683.0,2479,43,536.0,0.0
7921,797150733,Cancelado,44,M,3,Não informado,Solteiro,$40K - $60K,Blue,38,5,2,2,1643.0,0,1643.0,0.6,1754,39,0.56,0.0
7932,714930333,Cancelado,39,M,3,Ensino Superior Incompleto,Casado,$80K - $120K,Blue,30,2,3,3,4618.0,0,4618.0,717.0,2476,49,0.75,0.0
7943,717489033,Cancelado,27,F,0,Ensino Médio,Solteiro,Less than $40K,Blue,18,6,1,4,1438.3,0,1438.3,781.0,2641,40,0.6,0.0
7948,714424533,Cancelado,41,F,4,Ensino Superior,Casado,Less than $40K,Blue,36,6,2,2,1655.0,0,1655.0,496.0,2156,37,194.0,0.0
7953,713748708,Cancelado,46,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,467.0,0.0
7955,816476658,Cancelado,54,F,2,Não informado,Casado,Não informado,Blue,49,2,4,3,1812.0,1798,14.0,735.0,2921,44,692.0,992.0
7962,711234783,Cancelado,44,F,4,Não informado,Casado,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,716.0,2621,45,552.0,0.0
7966,717409533,Cancelado,36,F,2,Post-Ensino Superior,Solteiro,Less than $40K,Blue,26,1,2,3,1821.0,1486,335.0,827.0,2824,43,387.0,816.0
